file;category;confidence
S4-a- (4006).JPG;animal;0.0171
S4-a- (4007).JPG;animal;0.0113
S4-a- (4008).JPG;animal;0.00705
S4-a- (4008).JPG;animal;0.00871
S4-a- (4009).JPG;animal;0.816
S4-a- (4010).JPG;animal;0.00735
S4-a- (4010).JPG;animal;0.0651
S4-a- (4010).JPG;animal;0.835
S4-a- (4011).JPG;animal;0.958
S4-a- (4012).JPG;animal;0.00717
S4-a- (4012).JPG;animal;0.94
S4-a- (4013).JPG;animal;0.0153
S4-a- (4013).JPG;animal;0.0162
S4-a- (4013).JPG;animal;0.938
S4-a- (4014).JPG;animal;0.00995
S4-a- (4014).JPG;animal;0.0234
S4-a- (4014).JPG;animal;0.0628
S4-a- (4014).JPG;animal;0.918
S4-a- (4015).JPG;animal;0.0168
S4-a- (4015).JPG;animal;0.965
S4-a- (4016).JPG;animal;0.00607
S4-a- (4016).JPG;animal;0.00706
S4-a- (4016).JPG;animal;0.00891
S4-a- (4016).JPG;animal;0.0135
S4-a- (4016).JPG;animal;0.965
S4-a- (4017).JPG;animal;0.00681
S4-a- (4017).JPG;animal;0.0112
S4-a- (4017).JPG;animal;0.0119
S4-a- (4017).JPG;animal;0.0192
S4-a- (4017).JPG;animal;0.0278
S4-a- (4017).JPG;animal;0.962
S4-a- (4018).JPG;animal;0.00751
S4-a- (4019).JPG;animal;0.00508
S4-a- (4019).JPG;animal;0.0188
S4-a- (4020).JPG;animal;0.00695
S4-a- (4021).JPG;animal;0.856
S4-a- (4022).JPG;animal;0.856
S4-a- (4023).JPG;animal;0.797
S4-a- (4024).JPG;person;0.899
S4-a- (4025).JPG;person;0.878
S4-a- (4026).JPG;person;0.81
S4-a- (4032).JPG;animal;0.107
S4-a- (4033).JPG;animal;0.00662
S4-a- (4040).JPG;animal;0.00811
S4-a- (4041).JPG;animal;0.00636
S4-a- (4041).JPG;animal;0.0101
S4-a- (4043).JPG;animal;0.00531
S4-a- (4045).JPG;animal;0.0292
S4-a- (405).JPG;animal;0.0148
S4-a- (4051).JPG;animal;0.0193
S4-a- (4054).JPG;animal;0.00718
S4-a- (4061).JPG;animal;0.00553
S4-a- (4062).JPG;animal;0.00953
S4-a- (4069).JPG;animal;0.0152
S4-a- (4072).JPG;animal;0.00715
S4-a- (4073).JPG;animal;0.0138
S4-a- (4074).JPG;animal;0.00614
S4-a- (408).JPG;animal;0.0115
S4-a- (4080).JPG;animal;0.0144
S4-a- (4082).JPG;animal;0.00987
S4-a- (4083).JPG;animal;0.0376
S4-a- (4084).JPG;animal;0.0148
S4-a- (4085).JPG;animal;0.0101
S4-a- (4086).JPG;animal;0.0134
S4-a- (4087).JPG;animal;0.0101
S4-a- (4089).JPG;animal;0.0157
S4-a- (4091).JPG;animal;0.00827
S4-a- (4096).JPG;animal;0.00518
S4-a- (4097).JPG;animal;0.00611
S4-a- (4100).JPG;animal;0.00605
S4-a- (4101).JPG;animal;0.0102
S4-a- (4105).JPG;animal;0.0282
S4-a- (4106).JPG;animal;0.0103
S4-a- (4107).JPG;animal;0.0079
S4-a- (4108).JPG;animal;0.00755
S4-a- (411).JPG;animal;0.00588
S4-a- (4111).JPG;animal;0.00789
S4-a- (4113).JPG;animal;0.00593
S4-a- (4117).JPG;animal;0.00965
S4-a- (4118).JPG;animal;0.0051
S4-a- (4119).JPG;animal;0.00823
S4-a- (4122).JPG;animal;0.00645
S4-a- (4123).JPG;animal;0.00903
S4-a- (4123).JPG;animal;0.0156
S4-a- (413).JPG;animal;0.0061
S4-a- (413).JPG;animal;0.0108
S4-a- (4130).JPG;animal;0.0218
S4-a- (4132).JPG;animal;0.012
S4-a- (4136).JPG;animal;0.00509
S4-a- (4137).JPG;animal;0.00654
S4-a- (4141).JPG;animal;0.017
S4-a- (4142).JPG;animal;0.0151
S4-a- (4142).JPG;animal;0.0479
S4-a- (4143).JPG;animal;0.00574
S4-a- (4143).JPG;animal;0.00808
S4-a- (4143).JPG;animal;0.0389
S4-a- (4144).JPG;animal;0.0157
S4-a- (4146).JPG;animal;0.0189
S4-a- (4147).JPG;animal;0.00623
S4-a- (4147).JPG;animal;0.00664
S4-a- (4149).JPG;animal;0.0118
S4-a- (415).JPG;animal;0.0118
S4-a- (4152).JPG;animal;0.0072
S4-a- (4152).JPG;animal;0.0129
S4-a- (4153).JPG;animal;0.00656
S4-a- (4153).JPG;animal;0.0479
S4-a- (4154).JPG;animal;0.00501
S4-a- (4154).JPG;animal;0.0175
S4-a- (4155).JPG;animal;0.0153
S4-a- (4156).JPG;animal;0.00665
S4-a- (4156).JPG;animal;0.0194
S4-a- (4156).JPG;animal;0.0372
S4-a- (4157).JPG;animal;0.00849
S4-a- (4157).JPG;animal;0.0157
S4-a- (4158).JPG;animal;0.0155
S4-a- (4158).JPG;animal;0.101
S4-a- (4159).JPG;animal;0.0206
S4-a- (4160).JPG;animal;0.0277
S4-a- (4161).JPG;animal;0.00565
S4-a- (4162).JPG;animal;0.0136
S4-a- (4163).JPG;animal;0.00518
S4-a- (4163).JPG;animal;0.065
S4-a- (4163).JPG;animal;0.109
S4-a- (4164).JPG;animal;0.00618
S4-a- (4164).JPG;animal;0.415
S4-a- (4164).JPG;animal;0.764
S4-a- (4165).JPG;animal;0.00604
S4-a- (4165).JPG;animal;0.0169
S4-a- (4166).JPG;animal;0.00972
S4-a- (4167).JPG;animal;0.00688
S4-a- (4168).JPG;animal;0.0148
S4-a- (4169).JPG;animal;0.0107
S4-a- (4169).JPG;animal;0.0202
S4-a- (417).JPG;animal;0.00967
S4-a- (4170).JPG;animal;0.0368
S4-a- (4171).JPG;animal;0.0142
S4-a- (4171).JPG;animal;0.0258
S4-a- (4172).JPG;animal;0.00943
S4-a- (4174).JPG;animal;0.0261
S4-a- (4177).JPG;animal;0.0186
S4-a- (4178).JPG;animal;0.0181
S4-a- (4179).JPG;animal;0.00614
S4-a- (4179).JPG;animal;0.00689
S4-a- (4179).JPG;animal;0.0119
S4-a- (418).JPG;animal;0.00539
S4-a- (418).JPG;animal;0.00633
S4-a- (4180).JPG;animal;0.00841
S4-a- (4180).JPG;animal;0.0466
S4-a- (4181).JPG;animal;0.0138
S4-a- (4181).JPG;animal;0.0501
S4-a- (4182).JPG;animal;0.0066
S4-a- (4182).JPG;animal;0.0155
S4-a- (4183).JPG;animal;0.0148
S4-a- (4183).JPG;animal;0.0244
S4-a- (4184).JPG;animal;0.00716
S4-a- (4185).JPG;animal;0.0192
S4-a- (4185).JPG;animal;0.0259
S4-a- (4186).JPG;animal;0.0132
S4-a- (4187).JPG;animal;0.0864
S4-a- (4189).JPG;animal;0.00692
S4-a- (419).JPG;animal;0.00817
S4-a- (4190).JPG;animal;0.00521
S4-a- (4190).JPG;animal;0.00817
S4-a- (4191).JPG;animal;0.00756
S4-a- (4191).JPG;animal;0.013
S4-a- (4192).JPG;animal;0.0145
S4-a- (4193).JPG;animal;0.0174
S4-a- (4194).JPG;animal;0.00827
S4-a- (4194).JPG;animal;0.00861
S4-a- (4195).JPG;animal;0.0106
S4-a- (4195).JPG;animal;0.0131
S4-a- (4196).JPG;animal;0.00709
S4-a- (4196).JPG;animal;0.0209
S4-a- (4197).JPG;animal;0.00721
S4-a- (4199).JPG;animal;0.0235
S4-a- (420).JPG;animal;0.0199
S4-a- (4201).JPG;animal;0.0211
S4-a- (4202).JPG;animal;0.0155
S4-a- (4203).JPG;animal;0.0545
S4-a- (4204).JPG;animal;0.0086
S4-a- (4207).JPG;animal;0.0144
S4-a- (4209).JPG;animal;0.00697
S4-a- (4209).JPG;animal;0.0105
S4-a- (421).JPG;animal;0.00645
S4-a- (4213).JPG;animal;0.0124
S4-a- (4214).JPG;animal;0.00501
S4-a- (4215).JPG;animal;0.00633
S4-a- (4218).JPG;animal;0.00804
S4-a- (422).JPG;animal;0.022
S4-a- (4221).JPG;animal;0.0177
S4-a- (4225).JPG;animal;0.0159
S4-a- (4227).JPG;animal;0.00613
S4-a- (4229).JPG;animal;0.0293
S4-a- (4231).JPG;animal;0.0295
S4-a- (4234).JPG;animal;0.00856
S4-a- (4234).JPG;animal;0.137
S4-a- (4235).JPG;animal;0.00757
S4-a- (4235).JPG;animal;0.0113
S4-a- (4236).JPG;animal;0.00545
S4-a- (4236).JPG;animal;0.0101
S4-a- (4236).JPG;animal;0.0308
S4-a- (4237).JPG;animal;0.0104
S4-a- (4238).JPG;animal;0.0051
S4-a- (4238).JPG;animal;0.0324
S4-a- (424).JPG;animal;0.01
S4-a- (4240).JPG;animal;0.0116
S4-a- (4241).JPG;animal;0.007
S4-a- (4243).JPG;animal;0.0089
S4-a- (4244).JPG;animal;0.0156
S4-a- (4245).JPG;animal;0.00538
S4-a- (4247).JPG;animal;0.0272
S4-a- (4248).JPG;animal;0.00941
S4-a- (4250).JPG;animal;0.00957
S4-a- (4251).JPG;animal;0.0135
S4-a- (4252).JPG;animal;0.0104
S4-a- (4252).JPG;animal;0.0309
S4-a- (4253).JPG;animal;0.00738
S4-a- (4257).JPG;animal;0.00925
S4-a- (4259).JPG;animal;0.0175
S4-a- (4259).JPG;animal;0.099
S4-a- (4260).JPG;animal;0.0243
S4-a- (4261).JPG;animal;0.0222
S4-a- (4262).JPG;animal;0.00823
S4-a- (4263).JPG;animal;0.0338
S4-a- (4264).JPG;animal;0.0209
S4-a- (4266).JPG;animal;0.0117
S4-a- (4267).JPG;animal;0.0286
S4-a- (4268).JPG;animal;0.042
S4-a- (4269).JPG;animal;0.0217
S4-a- (4270).JPG;animal;0.0095
S4-a- (4271).JPG;animal;0.0053
S4-a- (4271).JPG;animal;0.0308
S4-a- (4272).JPG;animal;0.006
S4-a- (4274).JPG;animal;0.00747
S4-a- (4275).JPG;animal;0.00607
S4-a- (4276).JPG;animal;0.00763
S4-a- (4279).JPG;animal;0.0281
S4-a- (4280).JPG;animal;0.0127
S4-a- (4281).JPG;animal;0.0496
S4-a- (4282).JPG;animal;0.00875
S4-a- (4283).JPG;animal;0.0106
S4-a- (4284).JPG;animal;0.0166
S4-a- (4285).JPG;animal;0.0192
S4-a- (4285).JPG;animal;0.103
S4-a- (4286).JPG;animal;0.0135
S4-a- (4287).JPG;animal;0.00793
S4-a- (4288).JPG;animal;0.00776
S4-a- (4290).JPG;animal;0.00721
S4-a- (4291).JPG;animal;0.0112
S4-a- (4292).JPG;animal;0.0319
S4-a- (4293).JPG;animal;0.0106
S4-a- (4294).JPG;animal;0.0191
S4-a- (4295).JPG;animal;0.014
S4-a- (4296).JPG;animal;0.00604
S4-a- (4297).JPG;animal;0.0201
S4-a- (4298).JPG;animal;0.00561
S4-a- (4299).JPG;animal;0.00833
S4-a- (4300).JPG;animal;0.00549
S4-a- (4302).JPG;animal;0.01
S4-a- (4304).JPG;animal;0.0186
S4-a- (4306).JPG;animal;0.00517
S4-a- (4306).JPG;animal;0.0097
S4-a- (4306).JPG;animal;0.0101
S4-a- (4306).JPG;animal;0.0851
S4-a- (4307).JPG;animal;0.00506
S4-a- (4307).JPG;animal;0.00543
S4-a- (4307).JPG;animal;0.0057
S4-a- (4307).JPG;animal;0.00705
S4-a- (4307).JPG;animal;0.00715
S4-a- (4307).JPG;animal;0.00945
S4-a- (4307).JPG;animal;0.0179
S4-a- (4307).JPG;animal;0.0203
S4-a- (4308).JPG;animal;0.00835
S4-a- (4308).JPG;animal;0.00873
S4-a- (4308).JPG;animal;0.00996
S4-a- (4308).JPG;animal;0.0724
S4-a- (4311).JPG;animal;0.00774
S4-a- (4311).JPG;animal;0.0277
S4-a- (4312).JPG;animal;0.0162
S4-a- (4313).JPG;animal;0.00629
S4-a- (4315).JPG;animal;0.00901
S4-a- (4316).JPG;animal;0.871
S4-a- (4317).JPG;animal;0.812
S4-a- (4319).JPG;animal;0.0387
S4-a- (4327).JPG;animal;0.0203
S4-a- (4332).JPG;animal;0.0175
S4-a- (4333).JPG;animal;0.00509
S4-a- (4338).JPG;animal;0.00704
S4-a- (434).JPG;animal;0.00821
S4-a- (435).JPG;animal;0.00621
S4-a- (4352).JPG;animal;0.00649
S4-a- (436).JPG;animal;0.00548
S4-a- (436).JPG;animal;0.0107
S4-a- (4360).JPG;animal;0.00691
S4-a- (4360).JPG;animal;0.00724
S4-a- (4360).JPG;animal;0.0158
S4-a- (4360).JPG;animal;0.0286
S4-a- (4360).JPG;animal;0.478
S4-a- (4360).JPG;animal;0.881
S4-a- (4360).JPG;animal;0.909
S4-a- (4361).JPG;animal;0.046
S4-a- (4361).JPG;animal;0.052
S4-a- (4361).JPG;animal;0.481
S4-a- (4361).JPG;animal;0.857
S4-a- (4361).JPG;animal;0.94
S4-a- (4362).JPG;animal;0.00582
S4-a- (4362).JPG;animal;0.00685
S4-a- (4362).JPG;animal;0.0446
S4-a- (4362).JPG;animal;0.123
S4-a- (4362).JPG;animal;0.427
S4-a- (4362).JPG;animal;0.754
S4-a- (4362).JPG;animal;0.848
S4-a- (4363).JPG;animal;0.795
S4-a- (4363).JPG;animal;0.857
S4-a- (4364).JPG;animal;0.384
S4-a- (4364).JPG;animal;0.386
S4-a- (4364).JPG;animal;0.804
S4-a- (4365).JPG;animal;0.00532
S4-a- (4365).JPG;animal;0.00541
S4-a- (4365).JPG;animal;0.00589
S4-a- (4365).JPG;animal;0.0202
S4-a- (4365).JPG;animal;0.0726
S4-a- (4365).JPG;animal;0.882
S4-a- (437).JPG;animal;0.00822
S4-a- (4372).JPG;animal;0.00501
S4-a- (4375).JPG;animal;0.906
S4-a- (4376).JPG;animal;0.913
S4-a- (4377).JPG;animal;0.891
S4-a- (4378).JPG;animal;0.00531
S4-a- (4378).JPG;animal;0.872
S4-a- (4379).JPG;animal;0.00624
S4-a- (4379).JPG;animal;0.895
S4-a- (4380).JPG;animal;0.0053
S4-a- (4380).JPG;animal;0.918
S4-a- (4381).JPG;animal;0.907
S4-a- (4382).JPG;animal;0.907
S4-a- (4383).JPG;animal;0.914
S4-a- (4384).JPG;animal;0.00759
S4-a- (4384).JPG;animal;0.846
S4-a- (4385).JPG;animal;0.845
S4-a- (4386).JPG;animal;0.835
S4-a- (4387).JPG;animal;0.0082
S4-a- (4387).JPG;animal;0.0128
S4-a- (4387).JPG;animal;0.0234
S4-a- (4387).JPG;animal;0.488
S4-a- (4388).JPG;animal;0.0107
S4-a- (439).JPG;animal;0.00786
S4-a- (4390).JPG;animal;0.0302
S4-a- (4390).JPG;animal;0.958
S4-a- (4391).JPG;animal;0.936
S4-a- (4392).JPG;animal;0.0149
S4-a- (4392).JPG;animal;0.935
S4-a- (4393).JPG;animal;0.00612
S4-a- (4395).JPG;animal;0.00611
S4-a- (4396).JPG;animal;0.00979
S4-a- (4396).JPG;animal;0.0118
S4-a- (4396).JPG;animal;0.794
S4-a- (4397).JPG;animal;0.00517
S4-a- (4399).JPG;animal;0.0695
S4-a- (440).JPG;animal;0.00893
S4-a- (4400).JPG;animal;0.077
S4-a- (4401).JPG;animal;0.0843
S4-a- (4402).JPG;animal;0.0195
S4-a- (4403).JPG;animal;0.00961
S4-a- (4404).JPG;animal;0.014
S4-a- (4405).JPG;animal;0.00517
S4-a- (4405).JPG;animal;0.0162
S4-a- (4406).JPG;animal;0.0231
S4-a- (4408).JPG;animal;0.0602
S4-a- (441).JPG;animal;0.0127
S4-a- (4410).JPG;animal;0.00991
S4-a- (4410).JPG;animal;0.0899
S4-a- (4411).JPG;animal;0.0386
S4-a- (4413).JPG;animal;0.00636
S4-a- (4416).JPG;animal;0.0085
S4-a- (4416).JPG;animal;0.0197
S4-a- (4417).JPG;animal;0.00894
S4-a- (4417).JPG;animal;0.0144
S4-a- (442).JPG;animal;0.00749
S4-a- (4420).JPG;animal;0.0147
S4-a- (4421).JPG;animal;0.00559
S4-a- (4421).JPG;animal;0.00656
S4-a- (4422).JPG;animal;0.0229
S4-a- (4423).JPG;animal;0.0635
S4-a- (4423).JPG;animal;0.86
S4-a- (4423).JPG;animal;0.867
S4-a- (4424).JPG;animal;0.0178
S4-a- (4424).JPG;animal;0.831
S4-a- (4424).JPG;animal;0.879
S4-a- (4425).JPG;animal;0.0124
S4-a- (4425).JPG;animal;0.848
S4-a- (4425).JPG;animal;0.866
S4-a- (4432).JPG;animal;0.00698
S4-a- (4432).JPG;animal;0.00729
S4-a- (4432).JPG;animal;0.017
S4-a- (4432).JPG;animal;0.0404
S4-a- (4432).JPG;animal;0.819
S4-a- (4432).JPG;animal;0.857
S4-a- (4433).JPG;animal;0.00536
S4-a- (4433).JPG;animal;0.0104
S4-a- (4433).JPG;animal;0.0252
S4-a- (4433).JPG;animal;0.342
S4-a- (4433).JPG;animal;0.776
S4-a- (4433).JPG;animal;0.834
S4-a- (4434).JPG;animal;0.00888
S4-a- (4434).JPG;animal;0.0113
S4-a- (4434).JPG;animal;0.0116
S4-a- (4434).JPG;animal;0.0225
S4-a- (4434).JPG;animal;0.0776
S4-a- (4434).JPG;animal;0.118
S4-a- (4434).JPG;animal;0.764
S4-a- (4434).JPG;animal;0.858
S4-a- (4436).JPG;animal;0.00918
S4-a- (4438).JPG;animal;0.00732
S4-a- (4439).JPG;animal;0.0166
S4-a- (4444).JPG;animal;0.00526
S4-a- (4444).JPG;animal;0.914
S4-a- (4445).JPG;animal;0.00508
S4-a- (4445).JPG;animal;0.00523
S4-a- (4445).JPG;animal;0.943
S4-a- (4446).JPG;animal;0.912
S4-a- (445).JPG;animal;0.00826
S4-a- (4451).JPG;animal;0.00756
S4-a- (4452).JPG;animal;0.00967
S4-a- (4456).JPG;animal;0.00796
S4-a- (4459).JPG;animal;0.0115
S4-a- (446).JPG;animal;0.0331
S4-a- (447).JPG;animal;0.00568
S4-a- (4471).JPG;animal;0.00511
S4-a- (4471).JPG;animal;0.011
S4-a- (4472).JPG;animal;0.00843
S4-a- (4477).JPG;animal;0.00637
S4-a- (4477).JPG;animal;0.011
S4-a- (4478).JPG;animal;0.0658
S4-a- (4479).JPG;animal;0.0239
S4-a- (448).JPG;animal;0.00606
S4-a- (4483).JPG;animal;0.00781
S4-a- (4484).JPG;animal;0.00886
S4-a- (4486).JPG;animal;0.00682
S4-a- (4486).JPG;animal;0.0245
S4-a- (4489).JPG;animal;0.026
S4-a- (449).JPG;animal;0.0135
S4-a- (4490).JPG;animal;0.00556
S4-a- (4490).JPG;animal;0.223
S4-a- (4491).JPG;animal;0.0174
S4-a- (4493).JPG;animal;0.0111
S4-a- (4497).JPG;animal;0.017
S4-a- (4498).JPG;animal;0.0312
S4-a- (4499).JPG;animal;0.0271
S4-a- (450).JPG;animal;0.0058
S4-a- (4500).JPG;animal;0.0135
S4-a- (4501).JPG;animal;0.0052
S4-a- (4508).JPG;animal;0.00727
S4-a- (451).JPG;animal;0.0448
S4-a- (4513).JPG;animal;0.00899
S4-a- (4518).JPG;animal;0.00643
S4-a- (452).JPG;animal;0.0153
S4-a- (4526).JPG;animal;0.0104
S4-a- (453).JPG;animal;0.0273
S4-a- (4538).JPG;animal;0.00502
S4-a- (454).JPG;animal;0.00931
S4-a- (4547).JPG;animal;0.00949
S4-a- (4548).JPG;animal;0.00687
S4-a- (455).JPG;animal;0.00817
S4-a- (4552).JPG;animal;0.00522
S4-a- (4553).JPG;animal;0.0051
S4-a- (4553).JPG;animal;0.0333
S4-a- (4554).JPG;animal;0.0114
S4-a- (4555).JPG;animal;0.00763
S4-a- (4556).JPG;animal;0.00787
S4-a- (4559).JPG;animal;0.014
S4-a- (4560).JPG;animal;0.0189
S4-a- (4561).JPG;animal;0.00686
S4-a- (4561).JPG;animal;0.0244
S4-a- (4562).JPG;animal;0.00501
S4-a- (4562).JPG;animal;0.024
S4-a- (4564).JPG;animal;0.018
S4-a- (4565).JPG;animal;0.00606
S4-a- (4567).JPG;animal;0.0145
S4-a- (4568).JPG;animal;0.0053
S4-a- (4569).JPG;animal;0.0112
S4-a- (457).JPG;animal;0.00651
S4-a- (4571).JPG;animal;0.00558
S4-a- (4574).JPG;animal;0.0729
S4-a- (4576).JPG;animal;0.0083
S4-a- (4577).JPG;animal;0.0091
S4-a- (4578).JPG;animal;0.00866
S4-a- (4579).JPG;animal;0.0121
S4-a- (4579).JPG;animal;0.0135
S4-a- (458).JPG;animal;0.0101
S4-a- (4581).JPG;animal;0.0748
S4-a- (4582).JPG;animal;0.00626
S4-a- (4583).JPG;animal;0.0243
S4-a- (4585).JPG;animal;0.00512
S4-a- (4585).JPG;animal;0.0238
S4-a- (4586).JPG;animal;0.0222
S4-a- (4587).JPG;animal;0.00758
S4-a- (4588).JPG;animal;0.00879
S4-a- (4589).JPG;animal;0.0207
S4-a- (459).JPG;animal;0.00709
S4-a- (4590).JPG;animal;0.0348
S4-a- (4591).JPG;animal;0.0122
S4-a- (4592).JPG;animal;0.00785
S4-a- (4592).JPG;animal;0.0727
S4-a- (4593).JPG;animal;0.0113
S4-a- (4593).JPG;animal;0.0164
S4-a- (4594).JPG;animal;0.0313
S4-a- (4595).JPG;animal;0.0052
S4-a- (4596).JPG;animal;0.0165
S4-a- (4597).JPG;animal;0.00658
S4-a- (4597).JPG;animal;0.0116
S4-a- (4597).JPG;animal;0.0122
S4-a- (4598).JPG;animal;0.0231
S4-a- (4599).JPG;animal;0.00687
S4-a- (4599).JPG;animal;0.0139
S4-a- (460).JPG;animal;0.0097
S4-a- (4600).JPG;animal;0.0205
S4-a- (4603).JPG;animal;0.0108
S4-a- (4604).JPG;animal;0.00688
S4-a- (4604).JPG;animal;0.015
S4-a- (4605).JPG;animal;0.00612
S4-a- (4606).JPG;animal;0.0258
S4-a- (4606).JPG;animal;0.168
S4-a- (4607).JPG;animal;0.0287
S4-a- (4607).JPG;animal;0.0836
S4-a- (4608).JPG;animal;0.00857
S4-a- (4610).JPG;animal;0.0144
S4-a- (4613).JPG;animal;0.00764
S4-a- (4614).JPG;animal;0.0147
S4-a- (4615).JPG;animal;0.0189
S4-a- (4616).JPG;animal;0.0474
S4-a- (4617).JPG;animal;0.00922
S4-a- (4618).JPG;animal;0.00505
S4-a- (4619).JPG;animal;0.00573
S4-a- (4620).JPG;animal;0.00595
S4-a- (4621).JPG;animal;0.00618
S4-a- (4622).JPG;animal;0.00674
S4-a- (4622).JPG;animal;0.0154
S4-a- (4623).JPG;animal;0.0302
S4-a- (4624).JPG;animal;0.00502
S4-a- (4624).JPG;animal;0.00713
S4-a- (4624).JPG;animal;0.0174
S4-a- (4625).JPG;animal;0.00514
S4-a- (4625).JPG;animal;0.00862
S4-a- (4626).JPG;animal;0.00574
S4-a- (4626).JPG;animal;0.00681
S4-a- (4628).JPG;animal;0.00547
S4-a- (4629).JPG;animal;0.00802
S4-a- (4629).JPG;animal;0.0182
S4-a- (463).JPG;animal;0.0186
S4-a- (4630).JPG;animal;0.0123
S4-a- (4630).JPG;animal;0.0339
S4-a- (4631).JPG;animal;0.00531
S4-a- (4631).JPG;animal;0.0134
S4-a- (4634).JPG;animal;0.0222
S4-a- (4636).JPG;animal;0.00885
S4-a- (4637).JPG;animal;0.0062
S4-a- (4638).JPG;animal;0.012
S4-a- (4639).JPG;animal;0.0159
S4-a- (4640).JPG;animal;0.0104
S4-a- (4640).JPG;animal;0.012
S4-a- (4641).JPG;animal;0.016
S4-a- (4642).JPG;animal;0.0517
S4-a- (4643).JPG;animal;0.00698
S4-a- (4644).JPG;animal;0.0126
S4-a- (4644).JPG;animal;0.0357
S4-a- (4645).JPG;animal;0.0118
S4-a- (4646).JPG;animal;0.00507
S4-a- (4646).JPG;animal;0.0492
S4-a- (4647).JPG;animal;0.00502
S4-a- (4647).JPG;animal;0.0138
S4-a- (4648).JPG;animal;0.00909
S4-a- (4648).JPG;animal;0.0345
S4-a- (4649).JPG;animal;0.0166
S4-a- (4649).JPG;animal;0.0422
S4-a- (4650).JPG;animal;0.0163
S4-a- (4650).JPG;animal;0.085
S4-a- (4651).JPG;animal;0.00736
S4-a- (4651).JPG;animal;0.0076
S4-a- (4651).JPG;animal;0.0452
S4-a- (4652).JPG;animal;0.0176
S4-a- (4653).JPG;animal;0.00576
S4-a- (4653).JPG;animal;0.0364
S4-a- (4653).JPG;animal;0.0476
S4-a- (4655).JPG;animal;0.00742
S4-a- (4657).JPG;animal;0.00661
S4-a- (4659).JPG;animal;0.00976
S4-a- (466).JPG;animal;0.00629
S4-a- (4662).JPG;animal;0.00863
S4-a- (4663).JPG;animal;0.0219
S4-a- (4664).JPG;animal;0.0181
S4-a- (4665).JPG;animal;0.0113
S4-a- (4667).JPG;animal;0.00536
S4-a- (4667).JPG;animal;0.0303
S4-a- (4669).JPG;animal;0.00512
S4-a- (4670).JPG;animal;0.0174
S4-a- (4671).JPG;animal;0.0748
S4-a- (4672).JPG;animal;0.00697
S4-a- (4672).JPG;animal;0.00724
S4-a- (4673).JPG;animal;0.00899
S4-a- (4674).JPG;animal;0.00537
S4-a- (4675).JPG;animal;0.00816
S4-a- (4675).JPG;animal;0.0564
S4-a- (4677).JPG;animal;0.0146
S4-a- (4678).JPG;animal;0.00551
S4-a- (4679).JPG;animal;0.0243
S4-a- (4681).JPG;animal;0.00625
S4-a- (4683).JPG;animal;0.0096
S4-a- (4684).JPG;animal;0.00547
S4-a- (4685).JPG;animal;0.00843
S4-a- (4686).JPG;animal;0.012
S4-a- (4687).JPG;animal;0.00887
S4-a- (4688).JPG;animal;0.0105
S4-a- (4689).JPG;animal;0.00733
S4-a- (4690).JPG;animal;0.024
S4-a- (4691).JPG;animal;0.0192
S4-a- (4692).JPG;animal;0.00518
S4-a- (4693).JPG;animal;0.0189
S4-a- (4694).JPG;animal;0.0341
S4-a- (4695).JPG;animal;0.0234
S4-a- (4696).JPG;animal;0.0116
S4-a- (4696).JPG;animal;0.0131
S4-a- (4697).JPG;animal;0.0128
S4-a- (4697).JPG;animal;0.0237
S4-a- (4698).JPG;animal;0.0122
S4-a- (4698).JPG;animal;0.038
S4-a- (4699).JPG;animal;0.00658
S4-a- (470).JPG;animal;0.00985
S4-a- (4700).JPG;animal;0.00518
S4-a- (4700).JPG;animal;0.00846
S4-a- (4701).JPG;animal;0.00866
S4-a- (4701).JPG;animal;0.0286
S4-a- (4702).JPG;animal;0.0164
S4-a- (4702).JPG;animal;0.153
S4-a- (4703).JPG;animal;0.0789
S4-a- (4703).JPG;animal;0.2
S4-a- (4704).JPG;animal;0.0293
S4-a- (4704).JPG;animal;0.173
S4-a- (4705).JPG;animal;0.0126
S4-a- (4706).JPG;animal;0.0356
S4-a- (4707).JPG;animal;0.0255
S4-a- (4708).JPG;animal;0.0236
S4-a- (471).JPG;animal;0.0154
S4-a- (4710).JPG;animal;0.00736
S4-a- (4711).JPG;animal;0.00501
S4-a- (4712).JPG;animal;0.0411
S4-a- (4713).JPG;animal;0.0195
S4-a- (4714).JPG;animal;0.0222
S4-a- (4715).JPG;animal;0.0176
S4-a- (4716).JPG;animal;0.09
S4-a- (4717).JPG;animal;0.0146
S4-a- (4718).JPG;animal;0.0177
S4-a- (4719).JPG;animal;0.0374
S4-a- (4720).JPG;animal;0.0118
S4-a- (4721).JPG;animal;0.017
S4-a- (4722).JPG;animal;0.0399
S4-a- (4723).JPG;animal;0.00975
S4-a- (4725).JPG;animal;0.0272
S4-a- (4728).JPG;animal;0.00536
S4-a- (4729).JPG;animal;0.0115
S4-a- (4730).JPG;animal;0.123
S4-a- (4731).JPG;animal;0.00644
S4-a- (4731).JPG;animal;0.0143
S4-a- (4736).JPG;animal;0.00566
S4-a- (4736).JPG;animal;0.00585
S4-a- (4738).JPG;animal;0.0162
S4-a- (4738).JPG;animal;0.157
S4-a- (4739).JPG;animal;0.0249
S4-a- (474).JPG;animal;0.00558
S4-a- (4742).JPG;animal;0.117
S4-a- (4743).JPG;animal;0.0194
S4-a- (4744).JPG;animal;0.0076
S4-a- (4745).JPG;animal;0.0275
S4-a- (4746).JPG;animal;0.00797
