,Sitio,Año,Camara,Especie,Cantidad,Nombre,Fecha,Hora,Ruta,existe,Rota,esta
1237,Sauce,2021,S13,guanaco,1.0,0-S13- (1036).JPG,2021-03-08,07:44,Muestreo ct sauce/CT S 2021/S13/0-S13- (1036).JPG,True,False,True
1238,Sauce,2021,S13,guanaco,1.0,0-S13- (1041).JPG,2021-03-08,07:45,Muestreo ct sauce/CT S 2021/S13/0-S13- (1041).JPG,True,False,True
1239,Sauce,2021,S13,guanaco,1.0,0-S13- (1046).JPG,2021-03-08,07:46,Muestreo ct sauce/CT S 2021/S13/0-S13- (1046).JPG,True,False,True
1240,Sauce,2021,S13,guanaco,1.0,0-S13- (1051).JPG,2021-03-08,07:47,Muestreo ct sauce/CT S 2021/S13/0-S13- (1051).JPG,True,True,True
1241,Sauce,2021,S13,guanaco,1.0,0-S13- (1055).JPG,2021-03-08,07:47,Muestreo ct sauce/CT S 2021/S13/0-S13- (1055).JPG,True,False,True
1242,Sauce,2021,S13,guanaco,1.0,0-S13- (1061).JPG,2021-03-08,07:55,Muestreo ct sauce/CT S 2021/S13/0-S13- (1061).JPG,True,False,True
1243,Sauce,2021,S13,guanaco,1.0,0-S13- (1066).JPG,2021-03-08,07:57,Muestreo ct sauce/CT S 2021/S13/0-S13- (1066).JPG,True,False,True
1244,Sauce,2021,S13,guanaco,1.0,0-S13- (1071).JPG,2021-03-08,07:59,Muestreo ct sauce/CT S 2021/S13/0-S13- (1071).JPG,True,False,True
1245,Sauce,2021,S13,guanaco,1.0,0-S13- (1081).JPG,2021-03-08,07:59,Muestreo ct sauce/CT S 2021/S13/0-S13- (1081).JPG,True,False,True
1246,Sauce,2021,S13,guanaco,1.0,0-S13- (1086).JPG,2021-03-08,07:59,Muestreo ct sauce/CT S 2021/S13/0-S13- (1086).JPG,True,False,True
1247,Sauce,2021,S13,guanaco,1.0,0-S13- (1091).JPG,2021-03-08,08:05,Muestreo ct sauce/CT S 2021/S13/0-S13- (1091).JPG,True,False,True
1248,Sauce,2021,S13,guanaco,1.0,0-S13- (1111).JPG,2021-03-10,09:14,Muestreo ct sauce/CT S 2021/S13/0-S13- (1111).JPG,True,False,True
1249,Sauce,2021,S13,guanaco,1.0,0-S13- (1126).JPG,2021-03-10,09:15,Muestreo ct sauce/CT S 2021/S13/0-S13- (1126).JPG,True,False,True
1250,Sauce,2021,S13,guanaco,1.0,0-S13- (1131).JPG,2021-03-10,09:15,Muestreo ct sauce/CT S 2021/S13/0-S13- (1131).JPG,True,False,True
1251,Sauce,2021,S13,guanaco,1.0,0-S13- (1146).JPG,2021-03-10,09:17,Muestreo ct sauce/CT S 2021/S13/0-S13- (1146).JPG,True,False,True
1252,Sauce,2021,S13,guanaco,1.0,0-S13- (1151).JPG,2021-03-10,09:19,Muestreo ct sauce/CT S 2021/S13/0-S13- (1151).JPG,True,False,True
1253,Sauce,2021,S13,guanaco,1.0,0-S13- (1156).JPG,2021-03-10,09:20,Muestreo ct sauce/CT S 2021/S13/0-S13- (1156).JPG,True,False,True
1254,Sauce,2021,S13,guanaco,1.0,0-S13- (1176).JPG,2021-03-10,09:21,Muestreo ct sauce/CT S 2021/S13/0-S13- (1176).JPG,True,False,True
1255,Sauce,2021,S13,guanaco,1.0,0-S13- (1181).JPG,2021-03-10,09:21,Muestreo ct sauce/CT S 2021/S13/0-S13- (1181).JPG,True,False,True
1256,Sauce,2021,S13,garza blanca,1.0,1-S13- (21).JPG,2021-03-11,16:02,Muestreo ct sauce/CT S 2021/S13/1-S13- (21).JPG,True,False,True
1257,Sauce,2021,S13,guanaco,1.0,1-S13- (26).JPG,2021-03-11,18:43,Muestreo ct sauce/CT S 2021/S13/1-S13- (26).JPG,True,False,True
1258,Sauce,2021,S13,guanaco,1.0,1-S13- (31).JPG,2021-03-11,18:44,Muestreo ct sauce/CT S 2021/S13/1-S13- (31).JPG,True,False,True
1259,Sauce,2021,S13,guanaco,1.0,1-S13- (74).JPG,2021-03-11,18:51,Muestreo ct sauce/CT S 2021/S13/1-S13- (74).JPG,True,False,True
1260,Sauce,2021,S13,guanaco,2.0,1-S13- (76).JPG,2021-03-11,18:51,Muestreo ct sauce/CT S 2021/S13/1-S13- (76).JPG,True,False,True
1261,Sauce,2021,S13,guanaco,1.0,1-S13- (86).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (86).JPG,True,False,True
1262,Sauce,2021,S13,guanaco,1.0,1-S13- (88).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (88).JPG,True,False,True
1263,Sauce,2021,S13,guanaco,1.0,1-S13- (90).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (90).JPG,True,False,True
1264,Sauce,2021,S13,guanaco,1.0,1-S13- (95).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (95).JPG,True,False,True
1265,Sauce,2021,S13,guanaco,1.0,1-S13- (101).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (101).JPG,True,False,True
1266,Sauce,2021,S13,guanaco,1.0,1-S13- (102).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (102).JPG,True,False,True
1267,Sauce,2021,S13,guanaco,1.0,1-S13- (113).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (113).JPG,True,False,True
1268,Sauce,2021,S13,guanaco,1.0,1-S13- (121).JPG,2021-03-11,18:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (121).JPG,True,False,True
1269,Sauce,2021,S13,guanaco,1.0,1-S13- (136).JPG,2021-03-11,18:53,Muestreo ct sauce/CT S 2021/S13/1-S13- (136).JPG,True,False,True
1270,Sauce,2021,S13,puma,1.0,1-S13- (151).JPG,2021-03-12,00:49,Muestreo ct sauce/CT S 2021/S13/1-S13- (151).JPG,True,False,True
1271,Sauce,2021,S13,guanaco,1.0,1-S13- (191).JPG,2021-03-15,08:39,Muestreo ct sauce/CT S 2021/S13/1-S13- (191).JPG,True,False,True
1272,Sauce,2021,S13,guanaco,1.0,1-S13- (226).JPG,2021-03-15,13:47,Muestreo ct sauce/CT S 2021/S13/1-S13- (226).JPG,True,False,True
1273,Sauce,2021,S13,guanaco,3.0,1-S13- (256).JPG,2021-03-15,13:51,Muestreo ct sauce/CT S 2021/S13/1-S13- (256).JPG,True,False,True
1274,Sauce,2021,S13,guanaco,1.0,1-S13- (258).JPG,2021-03-15,13:51,Muestreo ct sauce/CT S 2021/S13/1-S13- (258).JPG,True,False,True
1275,Sauce,2021,S13,guanaco,6.0,1-S13- (261).JPG,2021-03-15,13:52,Muestreo ct sauce/CT S 2021/S13/1-S13- (261).JPG,True,False,True
1276,Sauce,2021,S13,guanaco,1.0,1-S13- (301).JPG,2021-03-16,17:14,Muestreo ct sauce/CT S 2021/S13/1-S13- (301).JPG,True,False,True
1277,Sauce,2021,S13,guanaco,1.0,1-S13- (346).JPG,2021-03-16,17:50,Muestreo ct sauce/CT S 2021/S13/1-S13- (346).JPG,True,False,True
1278,Sauce,2021,S13,guanaco,1.0,1-S13- (361).JPG,2021-03-16,17:51,Muestreo ct sauce/CT S 2021/S13/1-S13- (361).JPG,True,False,True
1279,Sauce,2021,S13,guanaco,1.0,1-S13- (366).JPG,2021-03-16,17:51,Muestreo ct sauce/CT S 2021/S13/1-S13- (366).JPG,True,False,True
1280,Sauce,2021,S13,guanaco,1.0,1-S13- (376).JPG,2021-03-16,17:55,Muestreo ct sauce/CT S 2021/S13/1-S13- (376).JPG,True,False,True
1281,Sauce,2021,S13,guanaco,3.0,1-S13- (381).JPG,2021-03-16,17:58,Muestreo ct sauce/CT S 2021/S13/1-S13- (381).JPG,True,False,True
1282,Sauce,2021,S13,choique,1.0,1-S13- (426).JPG,2021-03-17,14:15,Muestreo ct sauce/CT S 2021/S13/1-S13- (426).JPG,True,False,True
1283,Sauce,2021,S13,choique,1.0,1-S13- (431).JPG,2021-03-17,14:16,Muestreo ct sauce/CT S 2021/S13/1-S13- (431).JPG,True,False,True
1284,Sauce,2021,S13,choique,1.0,1-S13- (436).JPG,2021-03-17,14:16,Muestreo ct sauce/CT S 2021/S13/1-S13- (436).JPG,True,False,True
1285,Sauce,2021,S13,guanaco,1.0,1-S13- (526).JPG,2021-03-18,12:22,Muestreo ct sauce/CT S 2021/S13/1-S13- (526).JPG,True,False,True
1286,Sauce,2021,S13,guanaco,1.0,1-S13- (531).JPG,2021-03-18,12:25,Muestreo ct sauce/CT S 2021/S13/1-S13- (531).JPG,True,False,True
1287,Sauce,2021,S13,guanaco,1.0,1-S13- (536).JPG,2021-03-18,12:25,Muestreo ct sauce/CT S 2021/S13/1-S13- (536).JPG,True,False,True
1288,Sauce,2021,S13,choique,1.0,1-S13- (596).JPG,2021-03-18,13:59,Muestreo ct sauce/CT S 2021/S13/1-S13- (596).JPG,True,False,True
1289,Sauce,2021,S13,guanaco,1.0,1-S13- (636).JPG,2021-03-18,15:00,Muestreo ct sauce/CT S 2021/S13/1-S13- (636).JPG,True,False,True
1290,Sauce,2021,S13,guanaco,1.0,1-S13- (641).JPG,2021-03-18,15:01,Muestreo ct sauce/CT S 2021/S13/1-S13- (641).JPG,True,False,True
1291,Sauce,2021,S13,guanaco,1.0,1-S13- (661).JPG,2021-03-18,15:03,Muestreo ct sauce/CT S 2021/S13/1-S13- (661).JPG,True,False,True
1292,Sauce,2021,S13,guanaco,1.0,1-S13- (666).JPG,2021-03-18,15:03,Muestreo ct sauce/CT S 2021/S13/1-S13- (666).JPG,True,False,True
1293,Sauce,2021,S13,guanaco,1.0,1-S13- (671).JPG,2021-03-18,15:05,Muestreo ct sauce/CT S 2021/S13/1-S13- (671).JPG,True,False,True
1294,Sauce,2021,S13,guanaco,4.0,1-S13- (676).JPG,2021-03-18,15:13,Muestreo ct sauce/CT S 2021/S13/1-S13- (676).JPG,True,False,True
1295,Sauce,2021,S13,choique,1.0,1-S13- (766).JPG,2021-03-20,14:26,Muestreo ct sauce/CT S 2021/S13/1-S13- (766).JPG,True,False,True
1296,Sauce,2021,S13,guanaco,2.0,1-S13- (767).JPG,2021-03-20,14:26,Muestreo ct sauce/CT S 2021/S13/1-S13- (767).JPG,True,False,True
1297,Sauce,2021,S13,guanaco,1.0,1-S13- (771).JPG,2021-03-20,14:26,Muestreo ct sauce/CT S 2021/S13/1-S13- (771).JPG,True,False,True
1298,Sauce,2021,S13,choique,1.0,1-S13- (781).JPG,2021-03-20,14:28,Muestreo ct sauce/CT S 2021/S13/1-S13- (781).JPG,True,False,True
1299,Sauce,2021,S13,guanaco,2.0,1-S13- (782).JPG,2021-03-20,14:28,Muestreo ct sauce/CT S 2021/S13/1-S13- (782).JPG,True,False,True
1300,Sauce,2021,S13,choique,1.0,1-S13- (790).JPG,2021-03-20,14:29,Muestreo ct sauce/CT S 2021/S13/1-S13- (790).JPG,True,False,True
1301,Sauce,2021,S13,choique,1.0,1-S13- (792).JPG,2021-03-20,14:29,Muestreo ct sauce/CT S 2021/S13/1-S13- (792).JPG,True,False,True
1302,Sauce,2021,S13,choique,1.0,1-S13- (797).JPG,2021-03-20,14:29,Muestreo ct sauce/CT S 2021/S13/1-S13- (797).JPG,True,False,True
1303,Sauce,2021,S13,choique,1.0,1-S13- (801).JPG,2021-03-20,14:29,Muestreo ct sauce/CT S 2021/S13/1-S13- (801).JPG,True,False,True
1304,Sauce,2021,S13,choique,1.0,1-S13- (806).JPG,2021-03-20,14:29,Muestreo ct sauce/CT S 2021/S13/1-S13- (806).JPG,True,False,True
1305,Sauce,2021,S13,choique,1.0,1-S13- (813).JPG,2021-03-20,14:29,Muestreo ct sauce/CT S 2021/S13/1-S13- (813).JPG,True,False,True
1306,Sauce,2021,S14,guanaco,1.0,0-S14- (14).JPG,2021-02-22,20:56,Muestreo ct sauce/CT S 2021/S14/0-S14- (14).JPG,True,False,True
1307,Sauce,2021,S14,guanaco,1.0,0-S14- (19).JPG,2021-02-23,11:37,Muestreo ct sauce/CT S 2021/S14/0-S14- (19).JPG,True,False,True
1308,Sauce,2021,S14,choique,1.0,0-S14- (26).JPG,2021-02-25,09:49,Muestreo ct sauce/CT S 2021/S14/0-S14- (26).JPG,True,True,True
1309,Sauce,2021,S14,choique,2.0,0-S14- (36).JPG,2021-03-03,11:56,Muestreo ct sauce/CT S 2021/S14/0-S14- (36).JPG,True,False,True
1310,Sauce,2021,S14,guanaco,2.0,0-S14- (41).JPG,2021-03-05,12:07,Muestreo ct sauce/CT S 2021/S14/0-S14- (41).JPG,True,False,True
1311,Sauce,2021,S14,guanaco,1.0,0-S14- (46).JPG,2021-03-05,18:19,Muestreo ct sauce/CT S 2021/S14/0-S14- (46).JPG,True,False,True
1312,Sauce,2021,S14,guanaco,2.0,0-S14- (56).JPG,2021-03-07,17:17,Muestreo ct sauce/CT S 2021/S14/0-S14- (56).JPG,True,False,True
1313,Sauce,2021,S14,guanaco,5.0,0-S14- (71).JPG,2021-03-07,17:18,Muestreo ct sauce/CT S 2021/S14/0-S14- (71).JPG,True,False,True
1314,Sauce,2021,S14,halcon,1.0,0-S14- (76).JPG,2021-03-09,07:56,Muestreo ct sauce/CT S 2021/S14/0-S14- (76).JPG,True,False,True
1315,Sauce,2021,S14,guanaco,1.0,1-S14- (6).JPG,2021-03-18,17:45,Muestreo ct sauce/CT S 2021/S14/1-S14- (6).JPG,True,False,True
1316,Sauce,2021,S14,guanaco,4.0,1-S14- (36).JPG,2021-03-20,14:20,Muestreo ct sauce/CT S 2021/S14/1-S14- (36).JPG,True,False,True
1317,Sauce,2021,S14,guanaco,1.0,1-S14- (39).JPG,2021-03-20,14:20,Muestreo ct sauce/CT S 2021/S14/1-S14- (39).JPG,True,False,True
1318,Sauce,2021,S14,choique,1.0,1-S14- (56).JPG,2021-03-21,11:20,Muestreo ct sauce/CT S 2021/S14/1-S14- (56).JPG,True,False,True
1319,Sauce,2021,S14,guanaco,1.0,1-S14- (71).JPG,2021-03-21,13:04,Muestreo ct sauce/CT S 2021/S14/1-S14- (71).JPG,True,False,True
1320,Sauce,2021,S14,guanaco,1.0,1-S14- (81).JPG,2021-03-21,14:42,Muestreo ct sauce/CT S 2021/S14/1-S14- (81).JPG,True,False,True
1321,Sauce,2021,S15,guanaco,3.0,0-S15- (21).JPG,2021-02-19,20:31,Muestreo ct sauce/CT S 2021/S15/0-S15- (21).JPG,True,False,True
1322,Sauce,2021,S15,guanaco,1.0,0-S15- (26).JPG,2021-02-20,12:07,Muestreo ct sauce/CT S 2021/S15/0-S15- (26).JPG,True,False,True
1323,Sauce,2021,S15,guanaco,1.0,0-S15- (41).JPG,2021-02-24,10:14,Muestreo ct sauce/CT S 2021/S15/0-S15- (41).JPG,True,False,True
1324,Sauce,2021,S15,guanaco,1.0,0-S15- (42).JPG,2021-02-24,10:14,Muestreo ct sauce/CT S 2021/S15/0-S15- (42).JPG,True,False,True
1325,Sauce,2021,S15,guanaco,2.0,0-S15- (46).JPG,2021-02-24,10:15,Muestreo ct sauce/CT S 2021/S15/0-S15- (46).JPG,True,False,True
1326,Sauce,2021,S15,guanaco,2.0,0-S15- (48).JPG,2021-02-24,10:15,Muestreo ct sauce/CT S 2021/S15/0-S15- (48).JPG,True,False,True
1327,Sauce,2021,S15,guanaco,1.0,0-S15- (50).JPG,2021-02-24,10:15,Muestreo ct sauce/CT S 2021/S15/0-S15- (50).JPG,True,False,True
1328,Sauce,2021,S15,guanaco,1.0,0-S15- (54).JPG,2021-02-24,10:15,Muestreo ct sauce/CT S 2021/S15/0-S15- (54).JPG,True,False,True
1329,Sauce,2021,S15,guanaco,3.0,0-S15- (56).JPG,2021-02-25,18:35,Muestreo ct sauce/CT S 2021/S15/0-S15- (56).JPG,True,False,True
1330,Sauce,2021,S15,guanaco,1.0,0-S15- (76).JPG,2021-02-25,18:36,Muestreo ct sauce/CT S 2021/S15/0-S15- (76).JPG,True,False,True
1331,Sauce,2021,S15,guanaco,2.0,0-S15- (106).JPG,2021-02-26,17:49,Muestreo ct sauce/CT S 2021/S15/0-S15- (106).JPG,True,False,True
1332,Sauce,2021,S15,guanaco,1.0,0-S15- (112).JPG,2021-02-26,17:52,Muestreo ct sauce/CT S 2021/S15/0-S15- (112).JPG,True,False,True
1333,Sauce,2021,S15,guanaco,1.0,0-S15- (141).JPG,2021-02-26,18:23,Muestreo ct sauce/CT S 2021/S15/0-S15- (141).JPG,True,False,True
1334,Sauce,2021,S15,guanaco,1.0,0-S15- (151).JPG,2021-02-26,18:24,,False,False,False
1335,Sauce,2021,S15,guanaco,1.0,0-S15- (156).JPG,2021-02-26,18:26,Muestreo ct sauce/CT S 2021/S15/0-S15- (156).JPG,True,False,True
1336,Sauce,2021,S15,guanaco,3.0,0-S15- (181).JPG,2021-02-28,11:46,Muestreo ct sauce/CT S 2021/S15/0-S15- (181).JPG,True,False,True
1337,Sauce,2021,S15,guanaco,1.0,0-S15- (184).JPG,2021-02-28,11:46,Muestreo ct sauce/CT S 2021/S15/0-S15- (184).JPG,True,False,True
1338,Sauce,2021,S15,guanaco,2.0,0-S15- (186).JPG,2021-02-28,11:49,Muestreo ct sauce/CT S 2021/S15/0-S15- (186).JPG,True,False,True
1339,Sauce,2021,S15,guanaco,1.0,0-S15- (188).JPG,2021-02-28,11:49,Muestreo ct sauce/CT S 2021/S15/0-S15- (188).JPG,True,False,True
1340,Sauce,2021,S15,guanaco,1.0,0-S15- (193).JPG,2021-02-28,11:49,Muestreo ct sauce/CT S 2021/S15/0-S15- (193).JPG,True,False,True
1341,Sauce,2021,S15,guanaco,7.0,0-S15- (197).JPG,2021-02-28,11:59,Muestreo ct sauce/CT S 2021/S15/0-S15- (197).JPG,True,False,True
1342,Sauce,2021,S15,guanaco,3.0,0-S15- (201).JPG,2021-03-01,12:26,Muestreo ct sauce/CT S 2021/S15/0-S15- (201).JPG,True,False,True
1343,Sauce,2021,S15,guanaco,1.0,0-S15- (202).JPG,2021-03-01,12:26,Muestreo ct sauce/CT S 2021/S15/0-S15- (202).JPG,True,False,True
1344,Sauce,2021,S15,guanaco,3.0,0-S15- (209).JPG,2021-03-01,12:30,Muestreo ct sauce/CT S 2021/S15/0-S15- (209).JPG,True,False,True
1345,Sauce,2021,S15,guanaco,4.0,0-S15- (231).JPG,2021-03-04,12:08,Muestreo ct sauce/CT S 2021/S15/0-S15- (231).JPG,True,False,True
1346,Sauce,2021,S15,guanaco,1.0,0-S15- (232).JPG,2021-03-04,12:08,Muestreo ct sauce/CT S 2021/S15/0-S15- (232).JPG,True,False,True
1347,Sauce,2021,S15,guanaco,1.0,0-S15- (239).JPG,2021-03-04,12:16,Muestreo ct sauce/CT S 2021/S15/0-S15- (239).JPG,True,False,True
1348,Sauce,2021,S15,guanaco,1.0,0-S15- (246).JPG,2021-03-04,12:17,Muestreo ct sauce/CT S 2021/S15/0-S15- (246).JPG,True,False,True
1349,Sauce,2021,S15,guanaco,1.0,0-S15- (251).JPG,2021-03-04,12:19,Muestreo ct sauce/CT S 2021/S15/0-S15- (251).JPG,True,False,True
1350,Sauce,2021,S15,guanaco,1.0,0-S15- (261).JPG,2021-03-04,12:25,Muestreo ct sauce/CT S 2021/S15/0-S15- (261).JPG,True,False,True
1351,Sauce,2021,S15,guanaco,7.0,0-S15- (306).JPG,2021-03-04,13:21,Muestreo ct sauce/CT S 2021/S15/0-S15- (306).JPG,True,False,True
1352,Sauce,2021,S15,guanaco,3.0,0-S15- (311).JPG,2021-03-04,13:21,Muestreo ct sauce/CT S 2021/S15/0-S15- (311).JPG,True,False,True
1353,Sauce,2021,S15,guanaco,2.0,0-S15- (312).JPG,2021-03-04,13:21,Muestreo ct sauce/CT S 2021/S15/0-S15- (312).JPG,True,False,True
1354,Sauce,2021,S15,guanaco,1.0,0-S15- (313).JPG,2021-03-04,13:21,Muestreo ct sauce/CT S 2021/S15/0-S15- (313).JPG,True,False,True
1355,Sauce,2021,S15,guanaco,1.0,0-S15- (316).JPG,2021-03-04,13:22,Muestreo ct sauce/CT S 2021/S15/0-S15- (316).JPG,True,False,True
1356,Sauce,2021,S15,guanaco,1.0,0-S15- (401).JPG,2021-03-05,17:52,Muestreo ct sauce/CT S 2021/S15/0-S15- (401).JPG,True,False,True
1357,Sauce,2021,S15,guanaco,1.0,0-S15- (406).JPG,2021-03-06,07:46,Muestreo ct sauce/CT S 2021/S15/0-S15- (406).JPG,True,False,True
1358,Sauce,2021,S15,guanaco,3.0,0-S15- (407).JPG,2021-03-06,07:46,Muestreo ct sauce/CT S 2021/S15/0-S15- (407).JPG,True,False,True
1359,Sauce,2021,S15,guanaco,1.0,0-S15- (408).JPG,2021-03-06,07:46,Muestreo ct sauce/CT S 2021/S15/0-S15- (408).JPG,True,False,True
1360,Sauce,2021,S15,guanaco,1.0,0-S15- (421).JPG,2021-03-06,07:47,Muestreo ct sauce/CT S 2021/S15/0-S15- (421).JPG,True,False,True
1361,Sauce,2021,S15,guanaco,1.0,0-S15- (423).JPG,2021-03-06,07:47,Muestreo ct sauce/CT S 2021/S15/0-S15- (423).JPG,True,False,True
1362,Sauce,2021,S15,guanaco,1.0,0-S15- (426).JPG,2021-03-06,07:49,Muestreo ct sauce/CT S 2021/S15/0-S15- (426).JPG,True,False,True
1363,Sauce,2021,S15,guanaco,1.0,0-S15- (441).JPG,2021-03-06,08:05,Muestreo ct sauce/CT S 2021/S15/0-S15- (441).JPG,True,False,True
1364,Sauce,2021,S15,guanaco,1.0,0-S15- (451).JPG,2021-03-06,08:06,Muestreo ct sauce/CT S 2021/S15/0-S15- (451).JPG,True,False,True
1365,Sauce,2021,S15,guanaco,1.0,0-S15- (512).JPG,2021-03-06,09:36,Muestreo ct sauce/CT S 2021/S15/0-S15- (512).JPG,True,False,True
1366,Sauce,2021,S15,guanaco,1.0,0-S15- (516).JPG,2021-03-06,09:36,Muestreo ct sauce/CT S 2021/S15/0-S15- (516).JPG,True,False,True
1367,Sauce,2021,S15,guanaco,1.0,0-S15- (592).JPG,2021-03-07,07:57,Muestreo ct sauce/CT S 2021/S15/0-S15- (592).JPG,True,False,True
1368,Sauce,2021,S15,guanaco,1.0,1-S15- (1).JPG,2021-03-10,13:22,Muestreo ct sauce/CT S 2021/S15/1-S15- (1).JPG,True,False,True
1369,Sauce,2021,S15,guanaco,1.0,1-S15- (16).JPG,2021-03-10,13:49,Muestreo ct sauce/CT S 2021/S15/1-S15- (16).JPG,True,False,True
1370,Sauce,2021,S15,guanaco,1.0,1-S15- (19).JPG,2021-03-10,13:49,Muestreo ct sauce/CT S 2021/S15/1-S15- (19).JPG,True,False,True
1371,Sauce,2021,S15,guanaco,1.0,1-S15- (36).JPG,2021-03-11,18:34,Muestreo ct sauce/CT S 2021/S15/1-S15- (36).JPG,True,False,True
1372,Sauce,2021,S15,guanaco,3.0,1-S15- (41).JPG,2021-03-11,19:58,Muestreo ct sauce/CT S 2021/S15/1-S15- (41).JPG,True,False,True
1373,Sauce,2021,S15,guanaco,1.0,1-S15- (45).JPG,2021-03-11,19:58,Muestreo ct sauce/CT S 2021/S15/1-S15- (45).JPG,True,False,True
1374,Sauce,2021,S15,guanaco,1.0,1-S15- (61).JPG,2021-03-11,20:03,Muestreo ct sauce/CT S 2021/S15/1-S15- (61).JPG,True,False,True
1375,Sauce,2021,S15,guanaco,1.0,1-S15- (71).JPG,2021-03-12,11:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (71).JPG,True,False,True
1376,Sauce,2021,S15,guanaco,1.0,1-S15- (73).JPG,2021-03-12,11:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (73).JPG,True,False,True
1377,Sauce,2021,S15,guanaco,1.0,1-S15- (76).JPG,2021-03-12,11:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (76).JPG,True,False,True
1378,Sauce,2021,S15,guanaco,2.0,1-S15- (82).JPG,2021-03-12,11:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (82).JPG,True,False,True
1379,Sauce,2021,S15,guanaco,1.0,1-S15- (84).JPG,2021-03-12,11:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (84).JPG,True,False,True
1380,Sauce,2021,S15,guanaco,1.0,1-S15- (85).JPG,2021-03-12,11:46,Muestreo ct sauce/CT S 2021/S15/1-S15- (85).JPG,True,False,True
1381,Sauce,2021,S15,guanaco,1.0,1-S15- (111).JPG,2021-03-12,14:59,Muestreo ct sauce/CT S 2021/S15/1-S15- (111).JPG,True,False,True
1382,Sauce,2021,S15,guanaco,1.0,1-S15- (116).JPG,2021-03-12,15:22,Muestreo ct sauce/CT S 2021/S15/1-S15- (116).JPG,True,False,True
1383,Sauce,2021,S15,gato montes,1.0,1-S15- (156).JPG,2021-03-14,11:55,Muestreo ct sauce/CT S 2021/S15/1-S15- (156).JPG,True,False,True
1384,Sauce,2021,S15,guanaco,3.0,1-S15- (186).JPG,2021-03-15,09:44,Muestreo ct sauce/CT S 2021/S15/1-S15- (186).JPG,True,False,True
1385,Sauce,2021,S15,guanaco,1.0,1-S15- (187).JPG,2021-03-15,09:44,Muestreo ct sauce/CT S 2021/S15/1-S15- (187).JPG,True,False,True
1386,Sauce,2021,S15,guanaco,1.0,1-S15- (188).JPG,2021-03-15,09:44,Muestreo ct sauce/CT S 2021/S15/1-S15- (188).JPG,True,False,True
1387,Sauce,2021,S15,guanaco,1.0,1-S15- (193).JPG,2021-03-15,09:44,Muestreo ct sauce/CT S 2021/S15/1-S15- (193).JPG,True,False,True
1388,Sauce,2021,S15,guanaco,1.0,1-S15- (208).JPG,2021-03-15,09:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (208).JPG,True,False,True
1389,Sauce,2021,S15,guanaco,1.0,1-S15- (210).JPG,2021-03-15,09:45,Muestreo ct sauce/CT S 2021/S15/1-S15- (210).JPG,True,False,True
1390,Sauce,2021,S15,guanaco,1.0,1-S15- (261).JPG,2021-03-15,09:59,Muestreo ct sauce/CT S 2021/S15/1-S15- (261).JPG,True,False,True
1391,Sauce,2021,S15,guanaco,1.0,1-S15- (266).JPG,2021-03-15,10:02,Muestreo ct sauce/CT S 2021/S15/1-S15- (266).JPG,True,False,True
1392,Sauce,2021,S15,guanaco,1.0,1-S15- (271).JPG,2021-03-15,10:10,Muestreo ct sauce/CT S 2021/S15/1-S15- (271).JPG,True,False,True
1393,Sauce,2021,S15,guanaco,2.0,1-S15- (286).JPG,2021-03-15,10:13,Muestreo ct sauce/CT S 2021/S15/1-S15- (286).JPG,True,False,True
1394,Sauce,2021,S15,guanaco,2.0,1-S15- (291).JPG,2021-03-15,10:13,Muestreo ct sauce/CT S 2021/S15/1-S15- (291).JPG,True,False,True
1395,Sauce,2021,S15,guanaco,1.0,1-S15- (292).JPG,2021-03-15,10:13,Muestreo ct sauce/CT S 2021/S15/1-S15- (292).JPG,True,False,True
1396,Sauce,2021,S15,guanaco,1.0,1-S15- (298).JPG,2021-03-15,10:14,Muestreo ct sauce/CT S 2021/S15/1-S15- (298).JPG,True,False,True
1397,Sauce,2021,S15,guanaco,1.0,1-S15- (299).JPG,2021-03-15,10:14,Muestreo ct sauce/CT S 2021/S15/1-S15- (299).JPG,True,False,True
1398,Sauce,2021,S15,guanaco,1.0,1-S15- (306).JPG,2021-03-15,10:17,Muestreo ct sauce/CT S 2021/S15/1-S15- (306).JPG,True,False,True
1399,Sauce,2021,S15,guanaco,1.0,1-S15- (329).JPG,2021-03-15,10:38,Muestreo ct sauce/CT S 2021/S15/1-S15- (329).JPG,True,False,True
1400,Sauce,2021,S15,guanaco,6.0,1-S15- (361).JPG,2021-03-16,14:01,Muestreo ct sauce/CT S 2021/S15/1-S15- (361).JPG,True,False,True
