,Ruta,Sitio,Año,Camara,Extra,Archivo,Fecha,Hora,Animal_proba,Animal,Guanaco_proba,Guanaco,Especie,Cantidad_proba,Cantidad,Validar,Validado
2146,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2427).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2427).JPG,2023-02-23,13:55:41,0.0,0,,,,,,False,0
2639,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2428).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2428).JPG,2023-02-23,14:20:58,0.0,0,,,,,,False,0
2809,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2429).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2429).JPG,2023-02-23,14:20:58,0.0,0,,,,,,False,0
4596,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2430).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2430).JPG,2023-02-23,14:20:58,0.0,0,,,,,,False,0
4401,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2431).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2431).JPG,2023-02-23,14:29:31,0.0,0,,,,,,False,0
5802,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2432).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2432).JPG,2023-02-23,14:29:31,0.0,0,,,,,,False,0
1089,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2433).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2433).JPG,2023-02-23,14:29:32,0.0,0,,,,,,False,0
2884,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2435).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2435).JPG,2023-02-23,14:32:12,0.0,0,,,,,,False,0
4681,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2434).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2434).JPG,2023-02-23,14:32:12,0.0,0,,,,,,False,0
5589,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2436).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2436).JPG,2023-02-23,14:32:13,0.0,0,,,,,,False,0
1343,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2438).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2438).JPG,2023-02-23,14:36:50,0.0,0,,,,,,False,0
1987,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2437).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2437).JPG,2023-02-23,14:36:50,0.0,0,,,,,,False,0
6682,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2439).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2439).JPG,2023-02-23,14:36:50,0.0,0.0,,,,,,False,0.0
5861,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2440).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2440).JPG,2023-02-23,15:32:26,0.0,0,,,,,,False,0
1901,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2442).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2442).JPG,2023-02-23,15:32:27,0.0,0,,,,,,False,0
5650,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2441).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2441).JPG,2023-02-23,15:32:27,0.0,0,,,,,,False,0
639,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2444).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2444).JPG,2023-02-23,15:51:06,0.0,0,,,,,,False,0
1179,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2443).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2443).JPG,2023-02-23,15:51:06,0.0,0,,,,,,False,0
2127,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2445).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2445).JPG,2023-02-23,15:51:07,0.0,0,,,,,,False,0
1244,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2448).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2448).JPG,2023-02-24,08:40:41,0.0,0,,,,,,False,0
2303,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2447).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2447).JPG,2023-02-24,08:40:41,0.0,0,,,,,,False,0
5280,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2446).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2446).JPG,2023-02-24,08:40:41,0.0,0,,,,,,False,0
5744,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2449).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2449).JPG,2023-02-24,08:46:34,0.0,0,,,,,,False,0
706,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2451).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2451).JPG,2023-02-24,08:46:35,0.0,0,,,,,,False,0
3826,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2450).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2450).JPG,2023-02-24,08:46:35,0.0,0,,,,,,False,0
3753,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2452).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2452).JPG,2023-02-24,09:50:20,0.0,0,,,,,,False,0
2278,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2454).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2454).JPG,2023-02-24,09:50:21,0.0,0,,,,,,False,0
3685,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2453).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2453).JPG,2023-02-24,09:50:21,0.0,0,,,,,,False,0
2924,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2455).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2455).JPG,2023-02-24,10:58:27,0.0,0,,,,,,False,0
968,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2457).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2457).JPG,2023-02-24,10:58:28,0.0,0,,,,,,False,0
5328,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2456).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2456).JPG,2023-02-24,10:58:28,0.0,0,,,,,,False,0
6305,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2458).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2458).JPG,2023-02-24,11:18:28,0.0,0.0,,,,,,False,0.0
6554,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2459).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2459).JPG,2023-02-24,11:18:28,0.0,0.0,,,,,,False,0.0
300,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2460).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2460).JPG,2023-02-24,11:18:29,0.0,0,,,,,,False,0
3274,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2462).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2462).JPG,2023-02-24,11:21:20,0.0,0,,,,,,False,0
3918,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2461).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2461).JPG,2023-02-24,11:21:20,0.0,0,,,,,,False,0
3060,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2463).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2463).JPG,2023-02-24,11:21:21,0.0,0,,,,,,False,0
1345,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2465).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2465).JPG,2023-02-24,11:21:47,0.0,0,,,,,,False,0
5974,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2464).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2464).JPG,2023-02-24,11:21:47,0.0,0,,,,,,False,0
4246,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2466).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2466).JPG,2023-02-24,11:21:48,0.0,0,,,,,,False,0
685,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2467).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2467).JPG,2023-02-24,11:21:54,0.0,0,,,,,,False,0
1943,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2468).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2468).JPG,2023-02-24,11:21:55,0.0,0,,,,,,False,0
5724,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2469).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2469).JPG,2023-02-24,11:21:56,0.0,0,,,,,,False,0
4983,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2470).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2470).JPG,2023-02-24,11:21:59,0.0,0,,,,,,False,0
4141,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2471).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2471).JPG,2023-02-24,11:22:00,0.0,0,,,,,,False,0
5730,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2472).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2472).JPG,2023-02-24,11:22:01,0.0,0,,,,,,False,0
3397,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2473).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2473).JPG,2023-02-24,11:22:05,0.0,0,,,,,,False,0
2219,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2474).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2474).JPG,2023-02-24,11:22:06,0.0,0,,,,,,False,0
6240,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2475).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2475).JPG,2023-02-24,11:22:07,0.0,0.0,,,,,,False,0.0
5138,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2476).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2476).JPG,2023-02-24,11:22:24,0.0,0,,,,,,False,0
5112,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2478).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2478).JPG,2023-02-24,11:22:25,0.0,0,,,,,,False,0
6155,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2477).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2477).JPG,2023-02-24,11:22:25,0.0,0.0,,,,,,False,0.0
1120,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2479).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2479).JPG,2023-02-24,11:22:31,0.0,0,,,,,,False,0
4882,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2480).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2480).JPG,2023-02-24,11:22:32,1.0,1,0.8812546730041504,1.0,Guanaco,0.890956461429596,1.0,False,0
1253,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2481).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2481).JPG,2023-02-24,11:22:33,1.0,1,0.9840800166130066,1.0,Guanaco,0.9502406120300293,1.0,False,0
3899,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2483).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2483).JPG,2023-02-24,11:22:48,0.0,0,,,,,,False,0
5021,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2482).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2482).JPG,2023-02-24,11:22:48,0.0,0,,,,,,False,0
6558,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2484).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2484).JPG,2023-02-24,11:22:48,0.0,0.0,,,,,,False,0.0
1677,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2485).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2485).JPG,2023-02-24,11:22:54,0.0,0,,,,,,False,0
5217,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2486).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2486).JPG,2023-02-24,11:22:55,0.0,0,,,,,,False,0
5793,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2487).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2487).JPG,2023-02-24,11:22:56,0.0,0,,,,,,False,0
3689,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2488).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2488).JPG,2023-02-24,11:23:23,0.0,0,,,,,,False,0
650,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2489).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2489).JPG,2023-02-24,11:23:24,0.0,0,,,,,,False,0
4820,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2490).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2490).JPG,2023-02-24,11:23:24,0.0,0,,,,,,False,0
4148,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2491).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2491).JPG,2023-02-24,11:23:37,0.0,0,,,,,,False,0
4468,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2493).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2493).JPG,2023-02-24,11:23:37,0.0,0,,,,,,False,0
6306,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2492).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2492).JPG,2023-02-24,11:23:37,0.0,0.0,,,,,,False,0.0
4728,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2495).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2495).JPG,2023-02-24,11:24:06,0.0,0,,,,,,False,0
6194,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2494).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2494).JPG,2023-02-24,11:24:06,0.0,0.0,,,,,,False,0.0
3244,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2496).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2496).JPG,2023-02-24,11:24:07,0.0,0,,,,,,False,0
360,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2497).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2497).JPG,2023-02-24,11:24:18,0.0,0,,,,,,False,0
2486,/Users/anoguera/Library/CloudStorage/GoogleDrive-anoguera@itba.edu.ar/.shortcut-targets-by-id/13CqyEh4cWQzYw4gjy1HISxZOq5lBzx48/Imagenes/Muestreo ct sauce/CT S 2023/S4/S4-a- (2498).JPG,Muestreo ct sauce,CT S 2023,S4,,S4-a- (2498).JPG,2023-02-24,11:24:19,0.0,0,,,,,,False,0
